attribute1,attribute2,attribute3,attribute4
50,2,43,Deny
50,2,44,Deny
50,2,45,Deny
50,2,46,Deny
50,2,47,Deny
50,2,48,Deny
50,2,49,Deny
50,2,50,Deny
50,2,51,Deny
50,2,52,Deny
50,2,53,Deny
50,2,54,Deny
50,2,55,Deny
50,2,56,Deny
50,2,57,Deny
50,2,58,Deny
50,2,59,Deny
50,2,60,Deny
50,2,61,Deny
50,2,62,Deny
50,2,63,Deny
50,2,64,Deny
50,2,65,Deny
50,2,66,Deny
50,2,67,Deny
50,2,68,Deny
50,2,69,Deny
50,2,70,Deny
50,2,71,Deny
50,2,72,Deny
50,2,73,Deny
50,2,74,Deny
50,2,75,Deny
50,2,76,Deny
50,2,77,Deny
50,2,78,Deny
50,2,79,Deny
50,2,80,Deny
50,2,81,Deny
50,2,82,Deny
50,2,83,Deny
50,2,84,Deny
50,2,85,Deny
50,2,86,Deny
50,2,87,Deny
50,2,88,Deny
50,2,89,Deny
50,2,90,Deny
50,2,91,Deny
50,2,92,Deny
50,2,93,Deny
50,2,94,Deny
50,2,95,Deny
50,2,96,Deny
50,2,97,Deny
50,2,98,Deny
50,2,99,Deny
50,2,100,Deny
50,3,1,Deny
50,3,2,Deny
50,3,3,Deny
50,3,4,Deny
50,3,5,Deny
50,3,6,Deny
50,3,7,Deny
50,3,8,Deny
50,3,9,Deny
50,3,10,Deny
50,3,11,Deny
50,3,12,Deny
50,3,13,Deny
50,3,14,Deny
50,3,15,Deny
50,3,16,Deny
50,3,17,Deny
50,3,18,Deny
50,3,19,Deny
50,3,20,Deny
50,3,21,Deny
50,3,22,Deny
50,3,23,Deny
50,3,24,Deny
50,3,25,Deny
50,3,26,Deny
50,3,27,Deny
50,3,28,Deny
50,3,29,Deny
50,3,30,Deny
50,3,31,Deny
50,3,32,Deny
50,3,33,Deny
50,3,34,Deny
50,3,35,Deny
50,3,36,Deny
50,3,37,Deny
50,3,38,Deny
50,3,39,Deny
50,3,40,Deny
50,3,41,Deny
50,3,42,Deny
50,3,43,Deny
50,3,44,Deny
50,3,45,Deny
50,3,46,Deny
50,3,47,Deny
50,3,48,Deny
50,3,49,Deny
50,3,50,Deny
50,3,51,Deny
50,3,52,Deny
50,3,53,Deny
50,3,54,Deny
50,3,55,Deny
50,3,56,Deny
50,3,57,Deny
50,3,58,Deny
50,3,59,Deny
50,3,60,Deny
50,3,61,Deny
50,3,62,Deny
50,3,63,Deny
50,3,64,Deny
50,3,65,Deny
50,3,66,Deny
50,3,67,Deny
50,3,68,Deny
50,3,69,Deny
50,3,70,Deny
50,3,71,Deny
50,3,72,Deny
50,3,73,Deny
50,3,74,Deny
50,3,75,Deny
50,3,76,Deny
50,3,77,Deny
50,3,78,Deny
50,3,79,Deny
50,3,80,Deny
50,3,81,Deny
50,3,82,Deny
50,3,83,Deny
50,3,84,Deny
50,3,85,Deny
50,3,86,Deny
50,3,87,Deny
50,3,88,Deny
50,3,89,Deny
50,3,90,Deny
50,3,91,Deny
50,3,92,Deny
50,3,93,Deny
50,3,94,Deny
50,3,95,Deny
50,3,96,Deny
50,3,97,Deny
50,3,98,Deny
50,3,99,Deny
50,3,100,Deny
50,4,1,Deny
50,4,2,Deny
50,4,3,Deny
50,4,4,Deny
50,4,5,Deny
50,4,6,Deny
50,4,7,Deny
50,4,8,Deny
50,4,9,Deny
50,4,10,Deny
50,4,11,Deny
50,4,12,Deny
50,4,13,Deny
50,4,14,Deny
50,4,15,Deny
50,4,16,Deny
50,4,17,Deny
50,4,18,Deny
50,4,19,Deny
50,4,20,Deny
50,4,21,Deny
50,4,22,Deny
50,4,23,Deny
50,4,24,Deny
50,4,25,Deny
50,4,26,Deny
50,4,27,Deny
50,4,28,Deny
50,4,29,Deny
50,4,30,Deny
50,4,41,Deny
50,4,42,Deny
50,4,43,Deny
50,4,44,Deny
50,4,45,Deny
50,4,46,Deny
50,4,47,Deny
50,4,48,Deny
50,4,49,Deny
50,4,50,Deny
50,4,51,Deny
50,4,52,Deny
50,4,53,Deny
50,4,54,Deny
50,4,55,Deny
50,4,56,Deny
50,4,57,Deny
50,4,58,Deny
50,4,59,Deny
50,4,60,Deny
50,4,61,Deny
50,4,62,Deny
50,4,63,Deny
50,4,64,Deny
50,4,65,Deny
50,4,66,Deny
50,4,67,Deny
50,4,68,Deny
50,4,69,Deny
50,4,70,Deny
50,4,71,Deny
50,4,72,Deny
50,4,73,Deny
50,4,74,Deny
50,4,75,Deny
50,4,76,Deny
50,4,77,Deny
50,4,78,Deny
50,4,79,Deny
50,4,80,Deny
50,4,81,Deny
50,4,82,Deny
50,4,83,Deny
50,4,84,Deny
50,4,85,Deny
50,4,86,Deny
50,4,87,Deny
50,4,88,Deny
50,4,89,Deny
50,4,90,Deny
50,4,91,Deny
50,4,92,Deny
50,4,93,Deny
50,4,94,Deny
50,4,95,Deny
50,4,96,Deny
50,4,97,Deny
50,4,98,Deny
50,4,99,Deny
50,4,100,Deny
50,5,1,Deny
50,5,2,Deny
50,5,3,Deny
50,5,4,Deny
50,5,5,Deny
50,5,6,Deny
50,5,7,Deny
50,5,8,Deny
50,5,9,Deny
50,5,10,Deny
50,5,11,Deny
50,5,12,Deny
50,5,13,Deny
50,5,14,Deny
50,5,15,Deny
50,5,16,Deny
50,5,17,Deny
50,5,18,Deny
50,5,19,Deny
50,5,20,Deny
50,5,21,Deny
50,5,22,Deny
50,5,23,Deny
50,5,24,Deny
50,5,25,Deny
50,5,26,Deny
50,5,27,Deny
50,5,28,Deny
50,5,29,Deny
50,5,30,Deny
50,5,31,Deny
50,5,32,Deny
50,5,33,Deny
50,5,34,Deny
50,5,35,Deny
50,5,36,Deny
50,5,37,Deny
50,5,38,Deny
50,5,39,Deny
50,5,40,Deny
50,5,41,Deny
50,5,42,Deny
50,5,43,Deny
50,5,44,Deny
50,5,45,Deny
50,5,46,Deny
50,5,47,Deny
50,5,48,Deny
50,5,49,Deny
50,5,50,Deny
50,5,51,Deny
50,5,52,Deny
50,5,53,Deny
50,5,54,Deny
50,5,55,Deny
50,5,56,Deny
50,5,57,Deny
50,5,58,Deny
50,5,59,Deny
50,5,60,Deny
50,5,61,Deny
50,5,62,Deny
50,5,63,Deny
50,5,64,Deny
50,5,65,Deny
50,5,66,Deny
50,5,67,Deny
50,5,68,Deny
50,5,69,Deny
50,5,70,Deny
50,5,71,Deny
50,5,72,Deny
50,5,73,Deny
50,5,74,Deny
50,5,75,Deny
50,5,76,Deny
50,5,77,Deny
50,5,78,Deny
50,5,79,Deny
50,5,80,Deny
50,5,81,Deny
50,5,82,Deny
50,5,83,Deny
50,5,84,Deny
50,5,85,Deny
50,5,86,Deny
50,5,87,Deny
50,5,88,Deny
50,5,89,Deny
50,5,90,Deny
50,5,91,Deny
50,5,92,Deny
50,5,93,Deny
50,5,94,Deny
50,5,95,Deny
50,5,96,Deny
50,5,97,Deny
50,5,98,Deny
50,5,99,Deny
50,5,100,Deny
50,6,1,Deny
50,6,2,Deny
50,6,3,Deny
50,6,4,Deny
50,6,5,Deny
50,6,6,Deny
50,6,7,Deny
50,6,8,Deny
50,6,9,Deny
50,6,10,Deny
50,6,11,Deny
50,6,12,Deny
50,6,13,Deny
50,6,14,Deny
50,6,15,Deny
50,6,16,Deny
50,6,17,Deny
50,6,18,Deny
50,6,19,Deny
50,6,20,Deny
50,6,21,Deny
50,6,22,Deny
50,6,23,Deny
50,6,24,Deny
50,6,25,Deny
50,6,26,Deny
50,6,27,Deny
50,6,28,Deny
50,6,29,Deny
50,6,30,Deny
50,6,31,Deny
50,6,32,Deny
50,6,33,Deny
50,6,34,Deny
50,6,35,Deny
50,6,36,Deny
50,6,37,Deny
50,6,38,Deny
50,6,39,Deny
50,6,40,Deny
50,6,41,Deny
50,6,42,Deny
50,6,43,Deny
50,6,44,Deny
50,6,45,Deny
50,6,46,Deny
50,6,47,Deny
50,6,48,Deny
50,6,49,Deny
50,6,50,Deny
50,6,51,Deny
50,6,52,Deny
50,6,53,Deny
50,6,54,Deny
50,6,55,Deny
50,6,56,Deny
50,6,57,Deny
50,6,58,Deny
50,6,59,Deny
50,6,60,Deny
50,6,61,Deny
50,6,62,Deny
50,6,63,Deny
50,6,64,Deny
50,6,65,Deny
50,6,66,Deny
50,6,67,Deny
50,6,68,Deny
50,6,69,Deny
50,6,70,Deny
50,6,71,Deny
50,6,72,Deny
50,6,73,Deny
50,6,74,Deny
50,6,75,Deny
50,6,76,Deny
50,6,77,Deny
50,6,78,Deny
50,6,79,Deny
50,6,80,Deny
50,6,81,Deny
50,6,82,Deny
50,6,83,Deny
50,6,84,Deny
50,6,85,Deny
50,6,86,Deny
50,6,87,Deny
50,6,88,Deny
50,6,89,Deny
50,6,90,Deny
50,6,91,Deny
50,6,92,Deny
50,6,93,Deny
50,6,94,Deny
50,6,95,Deny
50,6,96,Deny
50,6,97,Deny
50,6,98,Deny
50,6,99,Deny
50,6,100,Deny
50,7,1,Deny
50,7,2,Deny
50,7,3,Deny
50,7,4,Deny
50,7,5,Deny
50,7,6,Deny
50,7,7,Deny
50,7,8,Deny
50,7,9,Deny
50,7,10,Deny
50,7,11,Deny
50,7,12,Deny
50,7,13,Deny
50,7,14,Deny
50,7,15,Deny
50,7,16,Deny
50,7,17,Deny
50,7,18,Deny
50,7,19,Deny
50,7,20,Deny
50,7,21,Deny
50,7,22,Deny
50,7,23,Deny
50,7,24,Deny
50,7,25,Deny
50,7,26,Deny
50,7,27,Deny
50,7,28,Deny
50,7,29,Deny
50,7,30,Deny
50,7,31,Deny
50,7,32,Deny
50,7,33,Deny
50,7,34,Deny
50,7,35,Deny
50,7,36,Deny
50,7,37,Deny
50,7,38,Deny
50,7,39,Deny
50,7,40,Deny
50,7,41,Deny
50,7,42,Deny
50,7,43,Deny
50,7,44,Deny
50,7,45,Deny
50,7,46,Deny
50,7,47,Deny
50,7,48,Deny
50,7,49,Deny
50,7,50,Deny
50,7,51,Deny
50,7,52,Deny
50,7,53,Deny
50,7,54,Deny
50,7,55,Deny
50,7,56,Deny
50,7,57,Deny
50,7,58,Deny
50,7,59,Deny
50,7,60,Deny
50,7,61,Deny
50,7,62,Deny
50,7,63,Deny
50,7,64,Deny
50,7,65,Deny
50,7,66,Deny
50,7,67,Deny
50,7,68,Deny
50,7,69,Deny
50,7,70,Deny
50,7,71,Deny
50,7,72,Deny
50,7,73,Deny
50,7,74,Deny
50,7,75,Deny
50,7,76,Deny
50,7,77,Deny
50,7,78,Deny
50,7,79,Deny
50,7,80,Deny
50,7,81,Deny
50,7,82,Deny
50,7,83,Deny
50,7,84,Deny
50,7,85,Deny
50,7,86,Deny
50,7,87,Deny
50,7,88,Deny
50,7,89,Deny
50,7,90,Deny
50,7,91,Deny
50,7,92,Deny
50,7,93,Deny
50,7,94,Deny
50,7,95,Deny
50,7,96,Deny
50,7,97,Deny
50,7,98,Deny
50,7,99,Deny
50,7,100,Deny
50,8,1,Deny
50,8,2,Deny
50,8,3,Deny
50,8,4,Deny
50,8,5,Deny
50,8,6,Deny
50,8,7,Deny
50,8,8,Deny
50,8,9,Deny
50,8,10,Deny
50,8,11,Deny
50,8,12,Deny
50,8,13,Deny
50,8,14,Deny
50,8,15,Deny
50,8,16,Deny
50,8,17,Deny
50,8,18,Deny
50,8,19,Deny
50,8,20,Deny
50,8,21,Deny
50,8,22,Deny
50,8,23,Deny
50,8,24,Deny
50,8,25,Deny
50,8,26,Deny
50,8,27,Deny
50,8,28,Deny
50,8,29,Deny
50,8,30,Deny
50,8,31,Deny
50,8,32,Deny
50,8,33,Deny
50,8,34,Deny
50,8,35,Deny
50,8,36,Deny
50,8,37,Deny
50,8,38,Deny
50,8,39,Deny
50,8,40,Deny
50,8,41,Deny
50,8,42,Deny
50,8,43,Deny
50,8,44,Deny
50,8,45,Deny
50,8,46,Deny
50,8,47,Deny
50,8,48,Deny
50,8,49,Deny
50,8,50,Deny
50,8,51,Deny
50,8,52,Deny
50,8,53,Deny
50,8,54,Deny
50,8,55,Deny
50,8,56,Deny
50,8,57,Deny
50,8,58,Deny
50,8,59,Deny
50,8,60,Deny
50,8,61,Deny
50,8,62,Deny
50,8,63,Deny
50,8,64,Deny
50,8,65,Deny
50,8,66,Deny
50,8,67,Deny
50,8,68,Deny
50,8,69,Deny
50,8,70,Deny
50,8,81,Deny
50,8,82,Deny
50,8,83,Deny
50,8,84,Deny
50,8,85,Deny
50,8,86,Deny
50,8,87,Deny
50,8,88,Deny
50,8,89,Deny
50,8,90,Deny
50,8,91,Deny
50,8,92,Deny
50,8,93,Deny
50,8,94,Deny
50,8,95,Deny
50,8,96,Deny
50,8,97,Deny
50,8,98,Deny
50,8,99,Deny
50,8,100,Deny
50,9,1,Deny
50,9,2,Deny
50,9,3,Deny
50,9,4,Deny
50,9,5,Deny
50,9,6,Deny
50,9,7,Deny
50,9,8,Deny
50,9,9,Deny
50,9,10,Deny
50,9,11,Deny
50,9,12,Deny
50,9,13,Deny
50,9,14,Deny
50,9,15,Deny
50,9,16,Deny
50,9,17,Deny
50,9,18,Deny
50,9,19,Deny
50,9,20,Deny
50,9,21,Deny
50,9,22,Deny
50,9,23,Deny
50,9,24,Deny
50,9,25,Deny
50,9,26,Deny
50,9,27,Deny
50,9,28,Deny
50,9,29,Deny
50,9,30,Deny
50,9,31,Deny
50,9,32,Deny
50,9,33,Deny
50,9,34,Deny
50,9,35,Deny
50,9,36,Deny
50,9,37,Deny
50,9,38,Deny
50,9,39,Deny
50,9,40,Deny
50,9,41,Deny
50,9,42,Deny
50,9,43,Deny
50,9,44,Deny
50,9,45,Deny
50,9,46,Deny
50,9,47,Deny
50,9,48,Deny
50,9,49,Deny
50,9,50,Deny
50,9,51,Deny
50,9,52,Deny
50,9,53,Deny
50,9,54,Deny
50,9,55,Deny
50,9,56,Deny
50,9,57,Deny
50,9,58,Deny
50,9,59,Deny
50,9,60,Deny
50,9,61,Deny
50,9,62,Deny
50,9,63,Deny
50,9,64,Deny
50,9,65,Deny
50,9,66,Deny
50,9,67,Deny
50,9,68,Deny
50,9,69,Deny
50,9,70,Deny
50,9,71,Deny
50,9,72,Deny
50,9,73,Deny
50,9,74,Deny
50,9,75,Deny
50,9,76,Deny
50,9,77,Deny
50,9,78,Deny
50,9,79,Deny
50,9,80,Deny
50,9,91,Deny
50,9,92,Deny
50,9,93,Deny
50,9,94,Deny
50,9,95,Deny
50,9,96,Deny
50,9,97,Deny
50,9,98,Deny
50,9,99,Deny
50,9,100,Deny
50,10,1,Deny
50,10,2,Deny
50,10,3,Deny
50,10,4,Deny
50,10,5,Deny
50,10,6,Deny
50,10,7,Deny
50,10,8,Deny
50,10,9,Deny
50,10,10,Deny
50,10,11,Deny
50,10,12,Deny
50,10,13,Deny
50,10,14,Deny
50,10,15,Deny
50,10,16,Deny
50,10,17,Deny
50,10,18,Deny
50,10,19,Deny
50,10,20,Deny
50,10,21,Deny
50,10,22,Deny
50,10,23,Deny
50,10,24,Deny
50,10,25,Deny
50,10,26,Deny
50,10,27,Deny
50,10,28,Deny
50,10,29,Deny
50,10,30,Deny
50,10,31,Deny
50,10,32,Deny
50,10,33,Deny
50,10,34,Deny
50,10,35,Deny
50,10,36,Deny
50,10,37,Deny
50,10,38,Deny
50,10,39,Deny
50,10,40,Deny
50,10,41,Deny
50,10,42,Deny
50,10,43,Deny
50,10,44,Deny
50,10,45,Deny
50,10,46,Deny
50,10,47,Deny
50,10,48,Deny
50,10,49,Deny
50,10,50,Deny
50,10,51,Deny
50,10,52,Deny
50,10,53,Deny
50,10,54,Deny
50,10,55,Deny
50,10,56,Deny
50,10,57,Deny
50,10,58,Deny
50,10,59,Deny
50,10,60,Deny
50,10,61,Deny
50,10,62,Deny
50,10,63,Deny
50,10,64,Deny
50,10,65,Deny
50,10,66,Deny
50,10,67,Deny
50,10,68,Deny
50,10,69,Deny
50,10,70,Deny
50,10,71,Deny
50,10,72,Deny
50,10,73,Deny
50,10,74,Deny
50,10,75,Deny
50,10,76,Deny
50,10,77,Deny
50,10,78,Deny
50,10,79,Deny
50,10,80,Deny
50,10,81,Deny
50,10,82,Deny
50,10,83,Deny
50,10,84,Deny
50,10,85,Deny
50,10,86,Deny
50,10,87,Deny
50,10,88,Deny
50,10,89,Deny
50,10,90,Deny
50,10,91,Deny
50,10,92,Deny
50,10,93,Deny
50,10,94,Deny
50,10,95,Deny
50,10,96,Deny
50,10,97,Deny
50,10,98,Deny
50,10,99,Deny
50,10,100,Deny
51,1,1,Deny
51,1,2,Deny
51,1,3,Deny
51,1,4,Deny
51,1,5,Deny
51,1,6,Deny
51,1,7,Deny
51,1,8,Deny
51,1,9,Deny
51,1,10,Deny
51,1,11,Deny
51,1,12,Deny
51,1,13,Deny
51,1,14,Deny
51,1,15,Deny
51,1,16,Deny
51,1,17,Deny
51,1,18,Deny
51,1,19,Deny
51,1,20,Deny
51,1,21,Deny
51,1,22,Deny
51,1,23,Deny
51,1,24,Deny
51,1,25,Deny
51,1,26,Deny
51,1,27,Deny
51,1,28,Deny
51,1,29,Deny
51,1,30,Deny
51,1,31,Deny
51,1,32,Deny
51,1,33,Deny
51,1,34,Deny
51,1,35,Deny
51,1,36,Deny
51,1,37,Deny
51,1,38,Deny
51,1,39,Deny
51,1,40,Deny
51,1,41,Deny
51,1,42,Deny
51,1,43,Deny
51,1,44,Deny
51,1,45,Deny
51,1,46,Deny
51,1,47,Deny
51,1,48,Deny
51,1,49,Deny
51,1,50,Deny
51,1,51,Deny
51,1,52,Deny
51,1,53,Deny
51,1,54,Deny
51,1,55,Deny
51,1,56,Deny
51,1,57,Deny
51,1,58,Deny
51,1,59,Deny
51,1,60,Deny
51,1,61,Deny
51,1,62,Deny
51,1,63,Deny
51,1,64,Deny
51,1,65,Deny
51,1,66,Deny
51,1,67,Deny
51,1,68,Deny
51,1,69,Deny
51,1,70,Deny
51,1,71,Deny
51,1,72,Deny
51,1,73,Deny
51,1,74,Deny
51,1,75,Deny
51,1,76,Deny
51,1,77,Deny
51,1,78,Deny
51,1,79,Deny
51,1,80,Deny
51,1,81,Deny
51,1,82,Deny
51,1,83,Deny
51,1,84,Deny
51,1,85,Deny
51,1,86,Deny
51,1,87,Deny
51,1,88,Deny
51,1,89,Deny
51,1,90,Deny
51,1,91,Deny
51,1,92,Deny
51,1,93,Deny
51,1,94,Deny
51,1,95,Deny
51,1,96,Deny
51,1,97,Deny
51,1,98,Deny
51,1,99,Deny
51,1,100,Deny
51,2,1,Deny
51,2,2,Deny
51,2,3,Deny
51,2,4,Deny
51,2,5,Deny
51,2,6,Deny
51,2,7,Deny
51,2,8,Deny
51,2,9,Deny
51,2,10,Deny
51,2,11,Deny
51,2,12,Deny
51,2,13,Deny
51,2,14,Deny
51,2,15,Deny
51,2,16,Deny
51,2,17,Deny
51,2,18,Deny
51,2,19,Deny
51,2,20,Deny
51,2,21,Deny
51,2,22,Deny
51,2,23,Deny
51,2,24,Deny
51,2,25,Deny
51,2,26,Deny
51,2,27,Deny
51,2,28,Deny
51,2,29,Deny
51,2,30,Deny
51,2,31,Deny
51,2,32,Deny
51,2,33,Deny
51,2,34,Deny
51,2,35,Deny
51,2,36,Deny
51,2,37,Deny
51,2,38,Deny
51,2,39,Deny
51,2,40,Deny
51,2,41,Deny
51,2,42,Deny
51,2,43,Deny
51,2,44,Deny
51,2,45,Deny
51,2,46,Deny
51,2,47,Deny
51,2,48,Deny
51,2,49,Deny
51,2,50,Deny
51,2,51,Deny
51,2,52,Deny
51,2,53,Deny
51,2,54,Deny
51,2,55,Deny
51,2,56,Deny
51,2,57,Deny
51,2,58,Deny
51,2,59,Deny
51,2,60,Deny
51,2,61,Deny
51,2,62,Deny
51,2,63,Deny
51,2,64,Deny
51,2,65,Deny
51,2,66,Deny
51,2,67,Deny
51,2,68,Deny
51,2,69,Deny
51,2,70,Deny
51,2,71,Deny
51,2,72,Deny
51,2,73,Deny
51,2,74,Deny
51,2,75,Deny
51,2,76,Deny
51,2,77,Deny
51,2,78,Deny
51,2,79,Deny
51,2,80,Deny
51,2,81,Deny
51,2,82,Deny
51,2,83,Deny
51,2,84,Deny
51,2,85,Deny
51,2,86,Deny
51,2,87,Deny
51,2,88,Deny
51,2,89,Deny
51,2,90,Deny
51,2,91,Deny
51,2,92,Deny
51,2,93,Deny
51,2,94,Deny
51,2,95,Deny
51,2,96,Deny
51,2,97,Deny
51,2,98,Deny
51,2,99,Deny
51,2,100,Deny
51,3,1,Deny
51,3,2,Deny
51,3,3,Deny
51,3,4,Deny
51,3,5,Deny
51,3,6,Deny
51,3,7,Deny
51,3,8,Deny
51,3,9,Deny
51,3,10,Deny
51,3,11,Deny
51,3,12,Deny
51,3,13,Deny
51,3,14,Deny
51,3,15,Deny
51,3,16,Deny
51,3,17,Deny
51,3,18,Deny
51,3,19,Deny
51,3,20,Deny
51,3,21,Deny
51,3,22,Deny
51,3,23,Deny
51,3,24,Deny
51,3,25,Deny
51,3,26,Deny
51,3,27,Deny
51,3,28,Deny
51,3,29,Deny
51,3,30,Deny
51,3,31,Deny
51,3,32,Deny
51,3,33,Deny
51,3,34,Deny
51,3,35,Deny
51,3,36,Deny
51,3,37,Deny
51,3,38,Deny
51,3,39,Deny
51,3,40,Deny
51,3,41,Deny
51,3,42,Deny
51,3,43,Deny
51,3,44,Deny
51,3,45,Deny
51,3,46,Deny
51,3,47,Deny
51,3,48,Deny
51,3,49,Deny
51,3,50,Deny
51,3,51,Deny
51,3,52,Deny
51,3,53,Deny
51,3,54,Deny
51,3,55,Deny
51,3,56,Deny
51,3,57,Deny
51,3,58,Deny
51,3,59,Deny
51,3,60,Deny
51,3,61,Deny
51,3,62,Deny
51,3,63,Deny
51,3,64,Deny
51,3,65,Deny
51,3,66,Deny
51,3,67,Deny
51,3,68,Deny
51,3,69,Deny
51,3,70,Deny
51,3,71,Deny
51,3,72,Deny
51,3,73,Deny
51,3,74,Deny
51,3,75,Deny
51,3,76,Deny
51,3,77,Deny
51,3,78,Deny
51,3,79,Deny
51,3,80,Deny
51,3,81,Deny
51,3,82,Deny
51,3,83,Deny
51,3,84,Deny
51,3,85,Deny
51,3,86,Deny
51,3,87,Deny
51,3,88,Deny
51,3,89,Deny
51,3,90,Deny
51,3,91,Deny
51,3,92,Deny
51,3,93,Deny
51,3,94,Deny
51,3,95,Deny
51,3,96,Deny
51,3,97,Deny
51,3,98,Deny
51,3,99,Deny
51,3,100,Deny
51,4,1,Deny
51,4,2,Deny
51,4,3,Deny
51,4,4,Deny
51,4,5,Deny
51,4,6,Deny
51,4,7,Deny
51,4,8,Deny
51,4,9,Deny
51,4,10,Deny
51,4,11,Deny
51,4,12,Deny
51,4,13,Deny
51,4,14,Deny
51,4,15,Deny
51,4,16,Deny
51,4,17,Deny
51,4,18,Deny
51,4,19,Deny
51,4,20,Deny
51,4,21,Deny
51,4,22,Deny
51,4,23,Deny
51,4,24,Deny
51,4,25,Deny
51,4,26,Deny
51,4,27,Deny
51,4,28,Deny
51,4,29,Deny
51,4,30,Deny
51,4,41,Deny
51,4,42,Deny
51,4,43,Deny
51,4,44,Deny
51,4,45,Deny
51,4,46,Deny
51,4,47,Deny
51,4,48,Deny
51,4,49,Deny
51,4,50,Deny
51,4,51,Deny
51,4,52,Deny
51,4,53,Deny
51,4,54,Deny
51,4,55,Deny
51,4,56,Deny
51,4,57,Deny
51,4,58,Deny
51,4,59,Deny
51,4,60,Deny
51,4,61,Deny
51,4,62,Deny
51,4,63,Deny
51,4,64,Deny
51,4,65,Deny
51,4,66,Deny
51,4,67,Deny
51,4,68,Deny
51,4,69,Deny
51,4,70,Deny
51,4,71,Deny
51,4,72,Deny
51,4,73,Deny
51,4,74,Deny
51,4,75,Deny
51,4,76,Deny
51,4,77,Deny
51,4,78,Deny
51,4,79,Deny
51,4,80,Deny
51,4,81,Deny
51,4,82,Deny
51,4,83,Deny
51,4,84,Deny
51,4,85,Deny
51,4,86,Deny
51,4,87,Deny
51,4,88,Deny
51,4,89,Deny
51,4,90,Deny
51,4,91,Deny
51,4,92,Deny
51,4,93,Deny
51,4,94,Deny
51,4,95,Deny
51,4,96,Deny
51,4,97,Deny
51,4,98,Deny
51,4,99,Deny
51,4,100,Deny
51,5,1,Deny
51,5,2,Deny
51,5,3,Deny
51,5,4,Deny
51,5,5,Deny
51,5,6,Deny
51,5,7,Deny
51,5,8,Deny
51,5,9,Deny
51,5,10,Deny
51,5,11,Deny
51,5,12,Deny
51,5,13,Deny
51,5,14,Deny
51,5,15,Deny
51,5,16,Deny
51,5,17,Deny
51,5,18,Deny
51,5,19,Deny
51,5,20,Deny
51,5,21,Deny
51,5,22,Deny
51,5,23,Deny
51,5,24,Deny
51,5,25,Deny
51,5,26,Deny
51,5,27,Deny
51,5,28,Deny
51,5,29,Deny
51,5,30,Deny
51,5,31,Deny
51,5,32,Deny
51,5,33,Deny
51,5,34,Deny
51,5,35,Deny
51,5,36,Deny
51,5,37,Deny
51,5,38,Deny
51,5,39,Deny
51,5,40,Deny
51,5,41,Deny
51,5,42,Deny
51,5,43,Deny
51,5,44,Deny
51,5,45,Deny
51,5,46,Deny
51,5,47,Deny
51,5,48,Deny
51,5,49,Deny
51,5,50,Deny
51,5,51,Deny
51,5,52,Deny
51,5,53,Deny
51,5,54,Deny
51,5,55,Deny
51,5,56,Deny
51,5,57,Deny
51,5,58,Deny
51,5,59,Deny
51,5,60,Deny
51,5,61,Deny
51,5,62,Deny
51,5,63,Deny
51,5,64,Deny
51,5,65,Deny
51,5,66,Deny
51,5,67,Deny
51,5,68,Deny
51,5,69,Deny
51,5,70,Deny
51,5,71,Deny
51,5,72,Deny
51,5,73,Deny
51,5,74,Deny
51,5,75,Deny
51,5,76,Deny
51,5,77,Deny
51,5,78,Deny
51,5,79,Deny
51,5,80,Deny
51,5,81,Deny
51,5,82,Deny
51,5,83,Deny
51,5,84,Deny
51,5,85,Deny
51,5,86,Deny
51,5,87,Deny
51,5,88,Deny
51,5,89,Deny
51,5,90,Deny
51,5,91,Deny
51,5,92,Deny
51,5,93,Deny
51,5,94,Deny
51,5,95,Deny
51,5,96,Deny
51,5,97,Deny
51,5,98,Deny
51,5,99,Deny
51,5,100,Deny
51,6,1,Deny
51,6,2,Deny
51,6,3,Deny
51,6,4,Deny
51,6,5,Deny
51,6,6,Deny
51,6,7,Deny
51,6,8,Deny
51,6,9,Deny
51,6,10,Deny
51,6,11,Deny
51,6,12,Deny
51,6,13,Deny
51,6,14,Deny
51,6,15,Deny
51,6,16,Deny
51,6,17,Deny
51,6,18,Deny
51,6,19,Deny
51,6,20,Deny
51,6,21,Deny
51,6,22,Deny
51,6,23,Deny
51,6,24,Deny
51,6,25,Deny
51,6,26,Deny
51,6,27,Deny
51,6,28,Deny
51,6,29,Deny
51,6,30,Deny
51,6,31,Deny
51,6,32,Deny
51,6,33,Deny
51,6,34,Deny
51,6,35,Deny
51,6,36,Deny
51,6,37,Deny
51,6,38,Deny
51,6,39,Deny
51,6,40,Deny
51,6,41,Deny
51,6,42,Deny
51,6,43,Deny
51,6,44,Deny
51,6,45,Deny
51,6,46,Deny
51,6,47,Deny
51,6,48,Deny
51,6,49,Deny
51,6,50,Deny
51,6,51,Deny
51,6,52,Deny
51,6,53,Deny
51,6,54,Deny
51,6,55,Deny
51,6,56,Deny
51,6,57,Deny
51,6,58,Deny
51,6,59,Deny
51,6,60,Deny
51,6,61,Deny
51,6,62,Deny
51,6,63,Deny
51,6,64,Deny
51,6,65,Deny
51,6,66,Deny
51,6,67,Deny
51,6,68,Deny
51,6,69,Deny
51,6,70,Deny
51,6,71,Deny
51,6,72,Deny
51,6,73,Deny
51,6,74,Deny
51,6,75,Deny
51,6,76,Deny
51,6,77,Deny
51,6,78,Deny
51,6,79,Deny
51,6,80,Deny
