   USER_ID    ROLE_ID                           PERMISSION_ID
        41          9                                      85
        43          9                                      85
        37          9                                      85
        39          9                                      85
        34          9                                      85

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        35          9                                      86
        40          9                                      86
        44          9                                      86
        33          9                                      86
        41          9                                      86
        36          9                                      86
        37          9                                      86
        45          9                                      86
        32          9                                      86
        34          9                                      86
        42          9                                      86

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        43          9                                      86
        31          9                                      86
        39          9                                      86
        38          9                                      86
        34          9                                      87
        44          9                                      87
        41          9                                      87
        45          9                                      87
        39          9                                      87
        43          9                                      87
        32          9                                      87

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        37          9                                      87
        31          9                                      87
        33          9                                      87
        38          9                                      87
        42          9                                      87
        35          9                                      87
        40          9                                      87
        36          9                                      87
        37          9                                      88
        39          9                                      88
        45          9                                      88

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        34          9                                      88
        38          9                                      88
        40          9                                      88
        43          9                                      88
        41          9                                      88
        33          9                                      88
        36          9                                      88
        32          9                                      88
        42          9                                      88
        31          9                                      88
        35          9                                      88

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        44          9                                      88
        41          9                                      89
        39          9                                      89
        43          9                                      89
        44          9                                      89
        32          9                                      89
        38          9                                      89
        37          9                                      89
        40          9                                      89
        42          9                                      89
        33          9                                      89

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        45          9                                      89
        36          9                                      89
        34          9                                      89
        35          9                                      89
        31          9                                      89
        44          9                                      90
        43          9                                      90
        37          9                                      90
        45          9                                      90
        36          9                                      90
        42          9                                      90

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        32          9                                      90
        38          9                                      90
        39          9                                      90
        41          9                                      90
        34          9                                      90
        35          9                                      90
        31          9                                      90
        40          9                                      90
        33          9                                      90
        35         10                                      91
        33         10                                      91

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        39         10                                      91
        40         10                                      91
        34         10                                      91
        36         10                                      91
        37         10                                      91
        31         10                                      91
        41         10                                      91
        42         10                                      91
        45         10                                      91
        32         10                                      91
        44         10                                      91

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        43         10                                      91
        38         10                                      91
        35         10                                      92
        37         10                                      92
        32         10                                      92
        42         10                                      92
        40         10                                      92
        34         10                                      92
        43         10                                      92
        39         10                                      92
        41         10                                      92

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        44         10                                      92
        45         10                                      92
        33         10                                      92
        31         10                                      92
        36         10                                      92
        38         10                                      92
        35         10                                      93
        42         10                                      93
        33         10                                      93
        37         10                                      93
        39         10                                      93

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        41         10                                      93
        36         10                                      93
        31         10                                      93
        38         10                                      93
        43         10                                      93
        32         10                                      93
        45         10                                      93
        34         10                                      93
        40         10                                      93
        44         10                                      93
        33         10                                      94

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        34         10                                      94
        39         10                                      94
        44         10                                      94
        32         10                                      94
        36         10                                      94
        37         10                                      94
        43         10                                      94
        31         10                                      94
        40         10                                      94
        41         10                                      94
        42         10                                      94

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        38         10                                      94
        45         10                                      94
        35         10                                      94
        35         10                                      95
        41         10                                      95
        37         10                                      95
        38         10                                      95
        43         10                                      95
        44         10                                      95
        33         10                                      95
        34         10                                      95

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        45         10                                      95
        31         10                                      95
        32         10                                      95
        36         10                                      95
        40         10                                      95
        39         10                                      95
        42         10                                      95
        32         10                                      96
        34         10                                      96
        39         10                                      96
        41         10                                      96

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        42         10                                      96
        43         10                                      96
        31         10                                      96
        38         10                                      96
        35         10                                      96
        44         10                                      96
        36         10                                      96
        37         10                                      96
        40         10                                      96
        45         10                                      96
        33         10                                      96

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        31         10                                      97
        44         10                                      97
        42         10                                      97
        43         10                                      97
        35         10                                      97
        36         10                                      97
        39         10                                      97
        45         10                                      97
        33         10                                      97
        38         10                                      97
        34         10                                      97

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        37         10                                      97
        41         10                                      97
        32         10                                      97
        40         10                                      97
        32         10                                      98
        44         10                                      98
        38         10                                      98
        42         10                                      98
        33         10                                      98
        31         10                                      98
        34         10                                      98

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        35         10                                      98
        37         10                                      98
        36         10                                      98
        39         10                                      98
        40         10                                      98
        41         10                                      98
        43         10                                      98
        45         10                                      98
        45         10                                      99
        38         10                                      99
        37         10                                      99

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        31         10                                      99
        32         10                                      99
        39         10                                      99
        40         10                                      99
        41         10                                      99
        43         10                                      99
        44         10                                      99
        35         10                                      99
        36         10                                      99
        42         10                                      99
        34         10                                      99

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        33         10                                      99
        36         10                                     100
        37         10                                     100
        41         10                                     100
        44         10                                     100
        32         10                                     100
        33         10                                     100
        35         10                                     100
        42         10                                     100
        38         10                                     100
        43         10                                     100

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        45         10                                     100
        39         10                                     100
        31         10                                     100
        34         10                                     100
        40         10                                     100
   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        49          4                                      31
        50          4                                      31
        51          4                                      31
        55          4                                      31
        59          4                                      31
        53          4                                      31
        48          4                                      31
        46          4                                      31
        57          4                                      31
        60          4                                      31
        54          4                                      31

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        56          4                                      31
        58          4                                      31
        47          4                                      31
        52          4                                      31
        49          4                                      32
        50          4                                      32
        54          4                                      32
        52          4                                      32
        58          4                                      32
        59          4                                      32
        51          4                                      32

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        53          4                                      32
        55          4                                      32
        57          4                                      32
        48          4                                      32
        47          4                                      32
        60          4                                      32
        46          4                                      32
        56          4                                      32
        46          4                                      33
        60          4                                      33
        59          4                                      33

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        50          4                                      33
        52          4                                      33
        57          4                                      33
        54          4                                      33
        56          4                                      33
        48          4                                      33
        47          4                                      33
        49          4                                      33
        51          4                                      33
        55          4                                      33
        53          4                                      33

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        58          4                                      33
        52          4                                      34
        56          4                                      34
        57          4                                      34
        46          4                                      34
        53          4                                      34
        49          4                                      34
        50          4                                      34
        55          4                                      34
        59          4                                      34
        51          4                                      34

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        54          4                                      34
        60          4                                      34
        47          4                                      34
        48          4                                      34
        58          4                                      34
        46          4                                      35
        55          4                                      35
        56          4                                      35
        47          4                                      35
        59          4                                      35
        60          4                                      35

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        50          4                                      35
        52          4                                      35
        53          4                                      35
        58          4                                      35
        49          4                                      35
        51          4                                      35
        54          4                                      35
        57          4                                      35
        48          4                                      35
        47          4                                      36
        54          4                                      36

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          4                                      36
        48          4                                      36
        57          4                                      36
        53          4                                      36
        58          4                                      36
        50          4                                      36
        59          4                                      36
        52          4                                      36
        55          4                                      36
        46          4                                      36
        56          4                                      36

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        60          4                                      36
        49          4                                      36
        54          4                                      37
        51          4                                      37
        52          4                                      37
        47          4                                      37
        56          4                                      37
        46          4                                      37
        49          4                                      37
        48          4                                      37
        50          4                                      37

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        53          4                                      37
        55          4                                      37
        57          4                                      37
        59          4                                      37
        60          4                                      37
        58          4                                      37
        49          4                                      38
        53          4                                      38
        54          4                                      38
        58          4                                      38
        48          4                                      38

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        47          4                                      38
        50          4                                      38
        59          4                                      38
        46          4                                      38
        55          4                                      38
        60          4                                      38
        51          4                                      38
        52          4                                      38
        56          4                                      38
        57          4                                      38
        47          4                                      39

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        55          4                                      39
        46          4                                      39
        50          4                                      39
        57          4                                      39
        59          4                                      39
        48          4                                      39
        49          4                                      39
        56          4                                      39
        58          4                                      39
        54          4                                      39
        60          4                                      39

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        53          4                                      39
        51          4                                      39
        52          4                                      39
        58          4                                      40
        46          4                                      40
        47          4                                      40
        48          4                                      40
        53          4                                      40
        54          4                                      40
        50          4                                      40
        59          4                                      40

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          4                                      40
        60          4                                      40
        55          4                                      40
        57          4                                      40
        49          4                                      40
        52          4                                      40
        56          4                                      40
        53          8                                      71
        59          8                                      71
        46          8                                      71
        48          8                                      71

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        49          8                                      71
        57          8                                      71
        50          8                                      71
        55          8                                      71
        60          8                                      71
        54          8                                      71
        52          8                                      71
        47          8                                      71
        58          8                                      71
        51          8                                      71
        56          8                                      71

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        52          8                                      72
        53          8                                      72
        56          8                                      72
        47          8                                      72
        54          8                                      72
        58          8                                      72
        49          8                                      72
        50          8                                      72
        51          8                                      72
        55          8                                      72
        48          8                                      72

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        46          8                                      72
        59          8                                      72
        57          8                                      72
        60          8                                      72
        58          8                                      73
        60          8                                      73
        51          8                                      73
        48          8                                      73
        56          8                                      73
        46          8                                      73
        47          8                                      73

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        55          8                                      73
        50          8                                      73
        57          8                                      73
        59          8                                      73
        49          8                                      73
        52          8                                      73
        53          8                                      73
        54          8                                      73
        47          8                                      74
        49          8                                      74
        51          8                                      74

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        54          8                                      74
        56          8                                      74
        46          8                                      74
        57          8                                      74
        59          8                                      74
        48          8                                      74
        52          8                                      74
        55          8                                      74
        58          8                                      74
        50          8                                      74
        53          8                                      74

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        60          8                                      74
        57          8                                      75
        49          8                                      75
        46          8                                      75
        50          8                                      75
        60          8                                      75
        58          8                                      75
        59          8                                      75
        47          8                                      75
        54          8                                      75
        52          8                                      75

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        48          8                                      75
        51          8                                      75
        53          8                                      75
        55          8                                      75
        56          8                                      75
        47          8                                      76
        56          8                                      76
        58          8                                      76
        46          8                                      76
        48          8                                      76
        49          8                                      76

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        52          8                                      76
        53          8                                      76
        60          8                                      76
        50          8                                      76
        51          8                                      76
        57          8                                      76
        54          8                                      76
        55          8                                      76
        59          8                                      76
        57          8                                      77
        46          8                                      77

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        48          8                                      77
        51          8                                      77
        56          8                                      77
        60          8                                      77
        49          8                                      77
        52          8                                      77
        55          8                                      77
        58          8                                      77
        59          8                                      77
        50          8                                      77
        53          8                                      77

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        47          8                                      77
        54          8                                      77
        53          8                                      78
        54          8                                      78
        47          8                                      78
        49          8                                      78
        55          8                                      78
        46          8                                      78
        48          8                                      78
        51          8                                      78
        56          8                                      78

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        59          8                                      78
        58          8                                      78
        50          8                                      78
        52          8                                      78
        57          8                                      78
        60          8                                      78
        57          8                                      79
        58          8                                      79
        60          8                                      79
        48          8                                      79
        50          8                                      79

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          8                                      79
        53          8                                      79
        55          8                                      79
        59          8                                      79
        46          8                                      79
        47          8                                      79
        49          8                                      79
        54          8                                      79
        52          8                                      79
        56          8                                      79
        48          8                                      80

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        54          8                                      80
        57          8                                      80
        59          8                                      80
        46          8                                      80
        50          8                                      80
        52          8                                      80
        58          8                                      80
        60          8                                      80
        49          8                                      80
        51          8                                      80
        53          8                                      80

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        56          8                                      80
        47          8                                      80
        55          8                                      80
        47          9                                      81
        53          9                                      81
        59          9                                      81
        57          9                                      81
        60          9                                      81
        50          9                                      81
        51          9                                      81
        58          9                                      81

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        55          9                                      81
        56          9                                      81
        52          9                                      81
        48          9                                      81
        49          9                                      81
        46          9                                      81
        54          9                                      81
        54          9                                      82
        49          9                                      82
        53          9                                      82
        57          9                                      82

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          9                                      82
        55          9                                      82
        59          9                                      82
        46          9                                      82
        47          9                                      82
        48          9                                      82
        52          9                                      82
        56          9                                      82
        58          9                                      82
        50          9                                      82
        60          9                                      82

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        49          9                                      83
        53          9                                      83
        56          9                                      83
        48          9                                      83
        46          9                                      83
        54          9                                      83
        58          9                                      83
        59          9                                      83
        52          9                                      83
        60          9                                      83
        47          9                                      83

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          9                                      83
        57          9                                      83
        50          9                                      83
        55          9                                      83
        50          9                                      84
        49          9                                      84
        57          9                                      84
        58          9                                      84
        53          9                                      84
        55          9                                      84
        56          9                                      84

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        52          9                                      84
        47          9                                      84
        48          9                                      84
        54          9                                      84
        60          9                                      84
        46          9                                      84
        51          9                                      84
        59          9                                      84
        52          9                                      85
        55          9                                      85
        47          9                                      85

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        50          9                                      85
        53          9                                      85
        57          9                                      85
        60          9                                      85
        48          9                                      85
        59          9                                      85
        46          9                                      85
        56          9                                      85
        49          9                                      85
        54          9                                      85
        58          9                                      85

   USER_ID    ROLE_ID                           PERMISSION_ID
---------- ---------- ---------------------------------------
        51          9                                      85
        57          9                                      86
        47          9                                      86
        49          9                                      86
        54          9                                      86
        59          9                                      86
        53          9                                      86
        58          9                                      86
        51          9                                      86
